Number	Gender	GivenName	Surname	Birthday	Age	BloodType	Kilograms	Centimeters
2534	female	Babette	Guimond	12/20/2004	13	O+	33.9	157
2535	male	Nick	Voronkov	11/11/2008	9	B+	26.8	135
2536	male	Otis	Bilodeau	3/27/2003	14	B+	53.3	152
2537	female	Antoinette	Cyr	4/1/2001	16	B+	54.3	175
2538	male	Rudolph	Nevzorov	4/18/2016	1	A+	9.7	79
2539	male	Alfredo	Billings	1/27/2006	11	B+	30.1	156
2540	female	Valentine	Givry	4/6/2017	0	B+	5	53
2541	male	Gill	Desrosiers	1/28/2001	16	O+	52.1	186
2542	female	Brooke	Swift	9/7/2009	8	O-	29	133
2543	male	Benjamin	Bruce	1/16/2007	11	O+	54.8	139
2544	male	Jesse	Cooley	1/16/2015	3	O+	16.1	93
2545	male	Anton	Matveyev	1/17/2009	9	A+	22	127
2546	female	Elsie	Stevens	5/12/2003	14	B-	77.3	148
2547	male	Mohammed	Houghton	1/30/2010	7	A+	19.8	122
2548	male	Matthew	Griffiths	11/8/2013	4	B+	19.8	101
2549	female	Mia	Swift	1/17/2003	15	O+	79.4	151
2550	male	Tyler	Reeves	4/11/2012	5	O+	21.7	118
2551	female	Eric	Kudryashova	4/24/2009	8	A-	22.9	118
2552	female	Rebecca	Humphreys	3/31/2017	0	O+	2.8	53
2553	male	Guillaume	Létourneau	6/12/2007	10	B+	43.2	128
2554	female	Madge	Hunter	10/11/2001	16	O+	57.6	165
2555	male	Louis	Cooper	4/11/2000	17	O+	59.5	182
2556	female	Laure	Guérette	1/2/2006	12	O+	60.4	155
2557	male	Norman	Kanode	3/8/2017	0	B+	3.9	49
2558	male	Tom	O'Donnell	1/12/2004	14	O-	42.1	151
2559	female	Eleanor	Kharitonova	4/3/2000	17	O+	79.7	159
2560	female	Sarah	Kudryashova	5/16/2002	15	O+	68.9	153
2561	male	Leo	Zuev	7/12/2014	3	A+	13.9	102
2562	female	Andrée	Lacharité	4/19/2013	4	O+	12.4	104
2563	female	Nelly	Polyakova	12/16/2011	6	O+	19.7	108
2564	male	Tom	Butler	8/23/2003	14	A+	42.9	149
2565	male	Vladimir	Butusov	6/28/2008	9	O+	28	125
2566	female	Jill	Lyles	3/30/2014	3	O+	17	96
2567	female	Lucienne	Franklin	5/26/2006	11	AB+	40.8	143
2568	male	Jesse	Ray	11/28/2008	9	A+	29.5	131
2569	male	Michael	Williamson	11/16/2005	12	O-	63	140
2570	female	Patrice	Brasseur	1/1/2007	11	B+	39.8	137
2571	female	Morgana	Morneau	6/28/2017	0	A+	2.6	50
2572	female	Dorthy	Allen	1/4/2014	4	O+	16.4	96
2573	female	Daisy	Barry	12/15/2009	8	O+	33.1	137
2574	female	Hazel	Buchanan	4/10/2015	2	O+	15.6	85
2575	male	Avdei	Istomin	6/16/2001	16	B+	83.2	170
2576	female	Jeanne	Oliver	11/9/2015	2	AB+	9.8	78
2577	female	Lauren	Hardy	4/19/2009	8	O-	22.3	119
2578	male	Jesper	Bizier	4/10/2007	10	AB+	31.4	150
2579	female	Josette	Bellemare	8/31/2000	17	O+	59.5	161
2580	male	Jacob	Newton	11/16/2017	0	B+	3.2	55
2581	male	Auguste	Paimboeuf	8/4/2008	9	B+	42.3	142
2582	male	Sebastian	Macdonald	8/15/2002	15	O+	60.9	171
2583	female	Tia	Miller	3/7/2016	1	B+	10.6	70
2584	female	Mary	Hayes	10/25/2002	15	B+	71.2	173
2585	female	Lilith	Tychonoff	1/26/2013	4	AB+	17.7	95
2586	male	Samuel	Law	8/27/2016	1	AB-	8.6	74
2587	female	Zara	Barber	4/13/2015	2	A+	12.8	78
2588	male	Rhys	Abbott	10/13/2007	10	B+	33.3	134
2589	male	Sebastian	Gallagher	8/21/2013	4	O+	15.6	103
2590	male	Jesse	Lovin	4/20/2004	13	B+	41.7	150
2591	female	Ruth	Sanford	6/20/2010	7	O+	19.4	128
2592	male	Henry	Groves	2/23/2006	11	B+	41	154
2593	female	Jane	Callahan	3/5/2002	15	O+	61.3	171
2594	female	Joy	Clark	12/1/2017	0	O-	3	54
2595	male	Hayden	Humphries	1/14/2018	0	B+	4.5	55
2596	female	Ann	Parham	1/5/2013	5	B+	16.4	108
2597	female	Mariette	Babin	5/29/2017	0	A+	2.7	48
2598	female	Linda	Smith	2/22/2007	10	B+	33.4	139
2599	male	Henri	Allaire	4/5/2008	9	A+	23.7	138
2600	female	Melisande	Bourgeau	6/21/2010	7	O+	30	129
2601	female	Cristina	Zotova	6/23/2017	0	B+	4.3	54
2602	male	Jose	Hart	4/30/2011	6	O+	26	124
2603	male	Daniel	Maker	6/3/2000	17	AB+	90.8	184
2604	female	Alisha	Fleming	4/22/2013	4	AB+	17.1	94
2605	female	Roxanne	Ozerova	7/18/2009	8	O+	37.3	130
2606	male	Pryor	Beaulé	9/1/2012	5	B+	15	104
2607	female	Agnès	Lemieux	2/4/2012	5	O+	17.9	109
2608	female	March	Nazarova	2/1/2003	14	A+	69.7	149
2609	male	Jonathan	Peters	12/19/2007	10	O+	40.5	139
2610	male	Jack	Kitson	6/25/2012	5	O+	19.8	116
2611	female	Delmare	Carrière	2/15/2013	4	B+	17.6	103
2612	male	Arnaud	Dubois	12/25/2008	9	O+	23.6	143
2613	male	Cameron	Murray	1/7/2007	11	A-	29.6	139
2614	male	Marc	Fluet	2/6/2011	6	O+	23.3	112
2615	male	Mason	Payne	4/16/2007	10	O+	28.8	144
2616	female	Ava	Parsons	1/7/2009	9	O+	41.5	122
2617	female	Holly	Wilkinson	5/6/2008	9	A+	27.2	130
2618	female	Elise	Bentley	4/24/2012	5	B-	20.2	103
2619	male	Barry	Herron	4/5/2006	11	A+	55.8	148
2620	female	Julie	Dupuy	10/7/2014	3	O+	12.1	97
2621	male	Vadim	Bogolyubov	4/20/2013	4	O+	15	101
2622	female	Rachel	Rice	4/22/2015	2	O+	9.3	87
2623	female	Albina	Abramova	5/23/2000	17	A+	76.4	174
2624	female	Mariette	Benjamin	8/18/2003	14	AB+	43	161
2625	female	Linda	Basso	6/30/2009	8	A-	32.4	117
2626	male	Fiacre	Bazinet	1/24/2010	7	O+	19	129
2627	female	Dinar	Shubina	5/25/2000	17	O+	84.8	159
2628	female	Pelagia	Lazareva	8/1/2011	6	B+	24.2	125
2629	male	Michael	Craddock	10/16/2016	1	O+	8.1	73
2630	female	Alma	Pierce	7/19/2010	7	O+	32.6	118
2631	female	Melodi	Salgado	10/9/2015	2	A+	14.9	85
2632	female	Jessica	Bentley	5/29/2004	13	O+	49.8	146
2633	female	Judith	Harbour	5/12/2000	17	B+	53.2	172
2634	male	Porphyry	Seleznev	5/17/2016	1	A+	10.9	77
2635	female	Poppy	Parker	2/8/2005	12	O+	38.3	151
2636	male	Frédéric	Laforest	6/2/2013	4	B+	18.5	95
2637	male	Bruce	Therrien	10/8/2012	5	A+	17.3	100
2638	female	Esmeraude	Breton	2/7/2006	11	O+	29.8	146
2639	female	Lavette	Haller	2/20/2001	16	B+	65.8	158
2640	male	Luca	Whitehead	11/11/2011	6	A+	23.2	108
2641	male	Zachary	Parkin	4/29/2009	8	O+	27.8	121
2642	female	Manon	Bernier	4/6/2015	2	B+	11.6	89
2643	male	Matthew	Isaacs	10/23/2015	2	B+	12.2	80
2644	male	Jude	Whitehead	4/26/2005	12	B+	34.7	143
2645	female	Huette	Baril	12/13/2016	1	A+	9	70
2646	male	Liam	Donnelly	4/12/2013	4	AB+	13.1	98
2647	female	Golden	Alexandrova	4/1/2013	4	AB+	21	106
2648	male	Owen	Forster	4/26/2014	3	B+	17.3	88
2649	female	Amelia	Mellor	2/25/2017	0	O+	2.4	53
2650	female	Anja	Douglas	2/9/2015	2	O+	16	86
2651	male	Jacob	Uvarov	9/22/2003	14	AB+	46.3	168
2652	male	Michael	Webb	10/14/2010	7	O+	28.9	118
2653	male	Christopher	Golubov	3/26/2015	2	A+	11.9	83
2654	female	Arnaude	Grandbois	11/23/2004	13	AB+	66.7	157
2655	female	Maisie	Whitehouse	4/5/2014	3	A+	11.2	87
2656	female	Leigh	Diaz	11/24/2015	2	B+	10.2	85
2657	male	Benoît	Jodion	10/31/2007	10	O+	43.9	129
2658	male	Vadim	Alexeeva	5/1/2015	2	A-	13.4	81
2659	female	Isabelle	Webb	11/23/2008	9	O+	32.1	125
2660	male	Charles	Rios	3/15/2003	14	O-	61.9	176
2661	male	Kai	Bevan	1/18/2004	14	O+	65.7	174
2662	male	Talon	Goulet	5/12/2007	10	B+	30.9	142
2663	male	Clifford	Combs	6/19/2007	10	O+	48.2	137
2664	female	Germaine	Martin	2/10/2001	16	O+	64.1	167
2665	male	Bradley	Vincent	11/3/2000	17	A+	63.3	183
2666	male	Joe	Howell	1/14/2007	11	AB+	47.6	135
2667	female	Courtney	Holden	12/12/2010	7	O+	27.9	130
2668	female	Christina	Couch	4/23/2008	9	A+	29.4	124
2669	male	Lowell	Long	7/24/2000	17	O+	55.2	172
2670	female	Jadwiga	Gonzales	1/15/2017	1	AB+	9.3	69
2671	male	Vincent	Torres	7/8/2004	13	A+	46.2	165
2672	female	Ellie	Howell	3/3/2014	3	A-	15.1	95
2673	female	Marya	Ibragimova	12/16/2006	11	O+	26.2	143
2674	male	Dmitry	Frolov	5/19/2007	10	B+	41.4	138
2675	female	Jewel	Berthiaume	2/2/2006	11	A+	42.1	133
2676	male	Ildar	Alexandrov	4/25/2010	7	O+	20.1	122
2677	female	Elizabeth	Solis	5/29/2012	5	O+	20.9	115
2678	female	Milan	Bogolyubova	9/1/2007	10	AB+	26	149
2679	male	Matthew	Volkov	12/15/2011	6	O+	20.7	113
2680	female	Anaïs	Martin	6/21/2008	9	O+	40.5	131
2681	female	Lola	McLendon	10/27/2012	5	A+	14.9	112
2682	male	Jack	Sanford	1/31/2005	12	O+	61.4	138
2683	male	Sergey	Ulyanov	11/30/2013	4	A+	13	98
2684	female	Claudette	Anderson	6/20/2012	5	A+	20.5	99
2685	female	Samantha	White	6/13/2006	11	O+	35.3	151
2686	female	Phoebe	Dickinson	8/18/2007	10	B+	31.8	150
2687	male	Steven	Alexander	6/15/2003	14	O+	75.1	174
2688	female	Lydia	Nevzorova	12/28/2006	11	O+	39	143
2689	male	Thomas	Cook	3/8/2000	17	O+	88.3	168
2690	female	Adélaïde	Léveillé	7/15/2008	9	B+	39.7	129
2691	male	Mohammed	Norton	6/30/2017	0	B+	5	47
2692	male	Victor	Sozonov	1/13/2016	2	A+	12.8	88
2693	male	Leonti	Andreeff	8/12/2010	7	B+	19.2	132
2694	female	Charlotte	Evans	11/29/2017	0	A+	2.4	53
2695	female	Megan	Lawrence	11/28/2001	16	A+	56.7	173
2696	male	Avdei	Yusupov	6/17/2002	15	A+	41.9	155
2697	female	Lina	Panina	7/2/2006	11	B+	35.9	149
2698	male	Archaimbau	Marleau	11/18/2014	3	AB+	16.5	103
2699	female	Solaine	Sarrazin	4/10/2005	12	O+	31.8	155
2700	male	Xenophon	Sokolov	8/3/2017	0	A+	4	53
2701	female	Melissa	Gentile	2/24/2013	4	A+	15.5	100
2702	female	Yuna	Artemova	2/2/2016	1	B+	8.9	72
2703	male	Matthew	Ulyanov	5/17/2003	14	A+	64	149
2704	female	Faye	Sylvain	4/25/2014	3	B+	14.5	101
2705	male	Bellamy	Boutot	8/29/2008	9	A+	23.7	142
2706	female	Esther	Korovina	8/13/2004	13	AB+	56.1	169
2707	female	Véronique	Caouette	1/11/2001	17	A+	71.6	158
2708	female	Daisy	Pope	10/31/2007	10	O+	38	142
2709	male	Rafik	Alekseeva	10/27/2006	11	A+	45.8	157
2710	female	Édith	Doucet	1/1/2007	11	A+	57.8	154
2711	female	Sarah	Cox	3/11/2003	14	O+	64.1	173
2712	male	Bayard	Clavet	2/1/2004	13	O+	53.9	163
2713	female	Elena	Kalinina	6/2/2004	13	O+	69.2	168
2714	male	Hleb	Kovalyov	6/26/2016	1	O+	8.8	77
2715	male	Jeff	Baucom	12/27/2012	5	A+	20.1	109
2716	female	Dorothée	Authier	9/29/2005	12	O+	55.6	149
2717	male	Tyler	Rand	9/28/2014	3	B+	18.8	97
2718	male	Nathan	Sims	11/15/2009	8	B+	30.1	128
2719	female	Grace	Warren	2/23/2005	12	B+	59.2	161
2720	female	Hannah	Peacock	10/24/2004	13	O+	41	159
2721	male	Terence	Isayev	6/13/2013	4	B+	18	106
2722	male	Leonti	Gorshkov	9/30/2003	14	O+	72	158
2723	female	Apolline	Foucault	12/29/2011	6	A-	18.6	117
2724	female	Olive	Robinson	10/1/2015	2	O+	11.8	78
2725	female	Etoile	Joly	9/16/2012	5	O+	18.1	102
2726	male	Jeffery	Sandford	2/18/2005	12	B+	36.3	153
2727	female	Catherine	Biryukova	6/13/2017	0	B+	4.9	52
2728	male	Quincy	Bolduc	1/24/2014	3	O+	11.4	100
2729	male	Patrick	Rice	4/3/2002	15	O+	69.2	163
2730	male	Jesse	Moore	8/25/2003	14	A+	74.1	172
2731	female	Gloria	Gordon	12/3/2012	5	B+	19.5	107
2732	female	Virginie	Chatigny	8/23/2015	2	A+	15	78
2733	female	Ruby	Johnston	10/22/2013	4	O+	12.3	109
2734	female	Cristina	Davydova	10/13/2011	6	A+	27.6	121
2735	female	Zemfira	Alexandrova	12/8/2005	12	B+	37.1	158
2736	male	Royden	Deblois	11/29/2005	12	A+	56.4	161
2737	female	Matilda	Naylor	3/13/2013	4	A-	12.2	103
2738	male	Morgan	Ford	8/20/2008	9	O+	36.8	139
2739	male	Chandler	Cuillerier	12/13/2015	2	O-	10	87
2740	male	Kevin	Talmage	3/22/2014	3	B+	17.6	91
2741	female	Faith	Ross	1/5/2009	9	O+	43.3	130
2742	male	Douglas	Johnson	12/22/2010	7	A+	30.5	123
2743	male	Vladlen	Polyakov	4/5/2005	12	O+	49.5	163
2744	male	Mark	Baranov	3/26/2011	6	O+	22.4	115
2745	male	Javier	Beauchamps	3/6/2008	9	O+	26.8	126
2746	male	Harrison	Faulkner	3/15/2013	4	O+	21.2	95
2747	female	Shirley	Pitts	7/4/2014	3	O+	12.5	91
2748	male	Tigran	Matveyev	6/13/2008	9	O+	25	139
2749	female	Rima	Yashina	1/6/2012	6	A+	17	109
2750	female	Erin	Kent	3/26/2003	14	O+	68.3	162
2751	female	Meghan	Nordberg	10/13/2007	10	B+	45.4	148
2752	female	Emma	Galkina	3/19/2014	3	O+	17.5	90
2753	male	Michael	Roberts	7/28/2007	10	O+	31.8	147
2754	male	Harvey	Fox	4/9/2003	14	O+	62.6	154
2755	female	Daisy	Gregory	7/25/2013	4	B+	12.6	104
2756	female	Clementine	Beaupré	4/21/2007	10	A+	41	127
2757	male	Sean	Peters	4/21/2010	7	B+	19	123
2758	male	Aubert	Perillard	4/6/2004	13	O-	44.9	157
2759	female	Aceline	Therriault	9/26/2010	7	B+	26	112
2760	female	Tia	Frost	4/9/2010	7	O+	30.8	132
2761	male	Armen	Kharlamov	6/4/2008	9	B+	24	128
2762	male	Charlot	Mireault	4/24/2001	16	A+	77	175
2763	male	Milton	Bellamy	4/23/2011	6	O+	20.7	114
2764	female	Frida	Andreyeva	9/13/2002	15	A+	53.4	152
2765	male	Alex	Payne	5/16/2001	16	A+	73	171
2766	female	Martha	Hemphill	8/30/2014	3	O+	13.4	100
2767	female	Louise	Fleming	12/7/2005	12	B+	50.5	151
2768	female	Amy	Roberts	2/9/2001	16	B+	43.9	155
2769	female	Natalie	Charrette	1/19/2008	10	AB+	50.4	138
2770	female	Ann	Epps	10/27/2010	7	B-	29.1	125
2771	female	Maggie	Wright	2/6/2017	0	A+	2.6	45
2772	male	Eustache	Leduc	11/8/2013	4	A+	13.8	108
2773	male	Rémy	Leclerc	1/15/2017	1	A+	11.2	77
2774	male	Joshua	Edwards	8/8/2001	16	B+	52.3	166
2775	female	Catherine	Mahan	8/24/2002	15	AB+	60.4	150
2776	male	Aaron	Parkes	3/25/2007	10	A-	49	134
2777	female	Matilda	Kovalyova	4/11/2009	8	O+	29.8	126
2778	female	Megan	Crawford	9/2/2014	3	O+	12.9	99
2779	male	Taylor	Morris	12/30/2009	8	B+	21.6	127
2780	female	Christabel	Longpré	5/31/2007	10	AB+	33.1	148
2781	female	Jasmine	Stokes	1/3/2011	7	A+	32.3	116
2782	female	Kate	Garner	6/10/2000	17	O-	63.6	168
2783	female	Tegan	Richards	4/2/2017	0	O+	3.2	53
2784	male	Delmar	Monrency	1/17/2016	2	B+	12.4	93
2785	male	Finlay	Stevenson	11/28/2014	3	B+	18.2	92
2786	male	Marlon	L'Angelier	1/7/2001	17	O+	65.2	162
2787	female	Kathy	Curry	12/19/2011	6	O+	20.2	125
2788	male	Stéphane	Saurel	11/28/2016	1	O+	9.1	71
2789	female	Suzette	Deserres	5/10/2006	11	B-	55	153
2790	female	Abbie	Davidson	12/7/2003	14	O-	57.1	173
2791	male	Harvey	Iqbal	11/23/2004	13	A+	36.8	156
2792	female	Valentine	Tretyakova	1/14/2009	9	O+	43.6	141
2793	female	Nancy	Wright	7/5/2006	11	O+	47.5	144
2794	female	Tiffany	Chadwick	12/13/2016	1	O+	12	77
2795	male	Danny	Gagnon	3/19/2016	1	O+	12.3	78
2796	female	Victoria	Battista	2/10/2014	3	O+	16.4	95
2797	female	Caitlin	Owen	9/3/2016	1	A+	9.5	72
2798	male	William	Rodriquez	11/26/2014	3	B+	15.6	94
2799	female	Maya	Aksyonova	8/9/2002	15	A+	77.7	150
2800	male	David	Garrett	2/10/2009	8	B-	34	125
2801	male	Willie	Bogen	8/2/2011	6	B+	17	112
2802	female	Anastasia	Gavrilova	11/29/2012	5	O+	23.5	112
2803	female	Jean	Andrews	7/8/2010	7	O+	30.9	115
2804	male	Carlo	Verduzco	2/22/2011	6	O+	22.5	111
2805	male	Derrick	Garza	3/22/2005	12	A+	38.6	149
2806	female	Annie	Dennis	10/29/2011	6	B+	16.8	117
2807	male	Vernon	Duhamel	5/27/2005	12	O+	33.7	150
2808	female	Angelina	Repina	7/21/2017	0	O+	4.4	45
2809	female	Katherine	Kay	1/27/2006	11	O+	27.2	140
2810	male	Hleb	Bykov	1/25/2011	6	A+	25.4	118
2811	male	Wayne	Martin	12/13/2008	9	O+	30	129
2812	male	Jack	Dodd	10/13/2015	2	A-	14.4	87
2813	female	Lilly	Edwards	7/21/2007	10	O+	46.8	129
2814	male	Lucas	Zhirov	5/22/2012	5	O-	18.7	111
2815	male	Max	Wood	10/6/2007	10	O-	31.1	149
2816	female	Brie	Vallée	6/1/2013	4	A+	21.6	95
2817	female	Francesca	Gardner	7/1/2016	1	B+	11.3	70
2818	male	George	Rawson	11/1/2009	8	A+	21.7	126
2819	female	Hollie	Gray	3/19/2000	17	A+	50.1	155
2820	female	Halette	Bernier	8/28/2003	14	O+	66.9	158
2821	male	Robert	Sergeyev	7/31/2010	7	A+	30.3	120
2822	male	Proclus	Golubov	6/27/2002	15	A+	80.6	176
2823	male	Roger	Fournier	7/29/2004	13	AB+	62.5	150
2824	male	Arthur	Anisimov	10/15/2000	17	O-	56.6	164
2825	male	Zinovy	Zuev	7/16/2005	12	O+	53.3	147
2826	male	Malik	Vinogradov	6/30/2014	3	A+	18.1	101
2827	male	Gabriel	Abramovich	7/24/2010	7	O+	23.3	118
2828	female	Petrina	Bitter	2/26/2011	6	O+	19.4	107
2829	female	Ia	Voronina	2/19/2006	11	O+	29.5	137
2830	female	Apollinaris	Krylova	12/30/2015	2	O+	12.1	86
2831	male	Hugh	Audibert	6/6/2007	10	B+	48.4	139
2832	male	Aubrey	Gauvin	5/7/2010	7	A-	32.5	117
2833	female	Emily	Charlton	4/9/2011	6	O+	27.9	124
2834	female	Abigail	Barnes	7/5/2015	2	A+	14.6	88
2835	female	Keira	Matthews	5/22/2005	12	A+	42.1	146
2836	male	James	Payne	6/27/2000	17	A-	88.2	162
2837	male	Kai	Heath	7/6/2008	9	B+	28.6	122
2838	female	Karina	Yefremova	5/16/2013	4	A-	19.4	107
2839	female	Chloe	Francis	7/2/2001	16	O-	44.1	163
2840	male	Landers	Sansouci	8/9/2015	2	B+	13.3	83
2841	female	Tia	Cox	9/17/2011	6	O+	17.4	115
2842	female	Jasmine	Jennings	8/7/2010	7	O+	30.1	114
2843	male	Jake	Barber	4/1/2013	4	O+	18.8	100
2844	male	Leal	Côté	4/24/2012	5	O+	25	100
2845	male	Earnest	Blaylock	12/25/2009	8	O-	33.9	117
2846	female	Jacqueline	Chatigny	2/10/2005	12	B+	32.4	140
2847	male	Isaiah	Blokhin	4/16/2012	5	O+	15.4	102
2848	female	Patience	Laframboise	12/15/2001	16	O+	48.4	159
2849	male	Auguste	Émond	3/21/2008	9	O+	31	130
2850	female	Raina	Berie	7/3/2016	1	O+	8.7	76
2851	female	Zoé	Hervé	3/15/2006	11	A+	54.6	156
2852	male	Samuel	Harrison	1/30/2007	10	A+	28.5	127
2853	male	Liam	Smith	3/11/2017	0	AB-	4.6	49
2854	male	Nick	Alexeyeva	4/29/2006	11	O+	29.5	153
2855	male	Paien	Dupuis	12/21/2009	8	O+	33	136
2856	female	Aimee	Warner	2/9/2011	6	O+	26.9	116
2857	male	William	Key	12/11/2006	11	O+	48.9	143
2858	male	Emmanuel	Kalinin	5/6/2000	17	O+	78.7	166
2859	male	Eugène	Blanc	9/22/2010	7	A+	22.9	124
2860	female	Melba	Camara	6/17/2004	13	O+	65.1	145
2861	male	Plato	Glazkov	8/7/2012	5	A+	19.4	109
2862	female	Cleopatra	Pirogova	3/12/2014	3	B+	13.5	96
2863	male	Richard	Slye	12/13/2014	3	O+	13.3	97
2864	female	Audrey	Harper	1/30/2008	9	AB+	28.6	130
2865	male	Richard	Willis	8/6/2001	16	O+	70.7	162
2866	female	Beth	Silas	12/18/2007	10	A+	40	136
2867	female	Danielle	Page	8/4/2016	1	O+	7.7	73
2868	female	Holly	Howe	11/27/2004	13	O+	51.3	153
2869	female	Glenda	Fulton	10/29/2001	16	O+	50.1	171
2870	female	Sharon	Cogdell	3/21/2017	0	B+	3.9	47
2871	female	Delia	Coon	12/23/2000	17	AB+	77.7	157
2872	female	Dorene	Hervé	12/2/2006	11	O+	46.1	138
2873	male	Iven	Lanteigne	11/30/2005	12	B+	54.6	164
2874	male	Harrison	Dawson	10/22/2013	4	A-	21.2	104
2875	male	Zossima	Alekseeva	8/23/2015	2	O+	11.2	90
2876	female	Gemma	Sansouci	11/8/2002	15	O+	64.6	154
2877	female	Naomi	Morris	10/8/2014	3	A+	11.2	92
2878	male	Brandon	Hope	5/19/2006	11	A+	31.7	150
2879	male	Robert	Fleming	2/3/2007	10	A+	43	139
2880	male	Proclus	Boholyubov	4/3/2013	4	A+	20.8	100
2881	female	Imogen	Gordon	8/31/2010	7	O+	23.2	126
2882	female	Victoria	Kudryashova	9/25/2001	16	O+	75.7	164
2883	female	Belisarda	Simon	10/25/2015	2	A+	13.4	86
2884	male	Zinovy	Degtyarev	6/10/2004	13	B+	33.4	144
2885	male	Scott	Cano	11/24/2010	7	O-	27.9	124
2886	male	Clyde	Coleman	12/22/2003	14	A+	66.9	153
2887	female	Lolita	Tretiakova	5/27/2015	2	O+	11.6	89
2888	male	Sebastian	Aliyev	4/4/2002	15	O+	77.9	175
2889	female	Lara	Donnelly	1/8/2010	8	O+	26.3	137
2890	male	Innocent	Evseev	8/20/2008	9	O+	22.3	125
2891	female	Caitlin	Barrett	9/1/2000	17	O+	86.9	175
2892	male	Patrick	Brooks	8/19/2007	10	O+	45.6	145
2893	female	Amarante	Robitaille	3/2/2009	8	A+	35.7	118
2894	female	Imogen	Dyer	10/23/2009	8	O+	31.7	122
2895	male	Leon	Kovalev	7/9/2001	16	A+	72.5	175
2896	female	Alice	Blake	3/8/2013	4	A-	21.6	107
2897	male	Hardouin	Giguère	3/15/2014	3	O+	16.1	97
2898	female	Albertine	Généreux	8/22/2002	15	A+	44.9	173
2899	female	Faye	St-Pierre	10/2/2006	11	A+	51.2	148
2900	female	Ellie	Manning	12/13/2008	9	A+	21.7	145
2901	male	Avent	Lamontagne	8/18/2007	10	O+	28.3	149
2902	male	Gerald	Kerr	4/15/2015	2	O+	12.6	87
2903	female	Kelly	Lujan	2/1/2005	12	O+	53.9	151
2904	female	Faina	Abakumova	11/1/2008	9	O+	29.4	145
2905	male	Scott	Browne	7/8/2008	9	B-	43.7	135
2906	male	Karp	Vasilyev	10/28/2006	11	A+	44.2	151
2907	male	Kieran	Holden	1/19/2003	15	B+	51.1	170
2908	male	Vallis	Tollmache	8/4/2012	5	O+	24.4	116
2909	male	Eric	Langton	10/14/2009	8	A+	35.4	119
2910	female	Esther	Yevdokimova	2/20/2014	3	O-	12.9	92
2911	male	Pascal	Brousseau	11/25/2012	5	B+	14.5	111
2912	female	Aubrette	Arnoux	6/15/2005	12	B+	42.3	160
2913	male	John	Wilson	7/29/2007	10	O+	25.4	142
2914	male	Proclus	Seleznyov	10/26/2005	12	A+	55.7	138
2915	female	Brigitte	Lacroix	9/25/2011	6	A+	28.8	118
2916	female	Scarlett	Davies	11/16/2008	9	O+	32.3	145
2917	female	Miriam	Soto	10/19/2001	16	B+	59.6	161
2918	male	Bruce	Blais	8/28/2014	3	A+	11.6	88
2919	female	Maurelle	Duclos	7/30/2010	7	A+	30.5	112
2920	female	Sydney	Fouquet	8/21/2013	4	A-	20.9	103
2921	female	Laura	Campbell	7/25/2010	7	B+	22.2	117
2922	male	Shirley	Hall	5/6/2011	6	B+	27.6	112
2923	male	Richard	Ladson	10/21/2007	10	O+	45.4	149
2924	female	Seraphim	Fokina	6/30/2005	12	O+	40.2	160
2925	male	Ganelon	Hervé	2/8/2004	13	A-	69	150
2926	female	Hannah	Jackson	9/29/2011	6	B+	17.1	120
2927	male	George	Glazkov	12/13/2003	14	O+	44.6	161
2928	female	Lila	Peebles	9/5/2015	2	B+	11.3	78
2929	female	Linda	Thurman	3/1/2009	8	AB+	34.6	130
2930	female	Constance	Therrien	1/26/2014	3	B+	13.7	90
2931	female	Stacie	Harvey	5/22/2017	0	B+	3.1	50
2932	female	Pierrette	Vachon	8/18/2017	0	B+	3.7	52
2933	male	Saber	Paimboeuf	8/24/2017	0	O+	2.6	51
2934	female	Love	Ershova	11/25/2004	13	O+	49.9	169
2935	male	Dylan	Dunn	11/6/2007	10	A+	25.9	129
2936	male	Gerard	Necaise	9/6/2007	10	O+	38.7	139
2937	female	Cristina	Konovalova	2/14/2002	15	A+	70.8	174
2938	male	Chester	Carter	6/3/2002	15	A+	73.9	179
2939	female	Rosemarie	Jackson	1/6/2016	2	O+	12.2	85
2940	male	Roman	Kotov	10/31/2007	10	A+	42.1	139
2941	female	Katherine	Mann	3/13/2004	13	AB+	61.8	162
2942	female	Carol	Sanders	10/9/2011	6	B+	27.9	125
2943	male	John	Atkinson	1/16/2018	0	B+	3.1	53
2944	male	Francisco	Moreira	8/24/2000	17	AB+	50.9	171
2945	female	Helen	Simon	11/13/2001	16	A+	61.1	162
2946	male	Charlot	Masson	11/2/2008	9	A+	31.1	131
2947	male	Harry	Gough	7/1/2017	0	A+	4.8	51
2948	female	Angelina	Zhdanova	7/3/2000	17	B+	53.9	169
2949	female	Patricia	Gaudreau	12/15/2000	17	B+	44.7	154
2950	female	Amber	Johnson	2/20/2017	0	O+	4.8	45
2951	male	Connor	Norton	12/1/2015	2	A+	11.5	90
2952	female	Yolande	Gamache	3/27/2013	4	A+	17.8	98
2953	male	Panteleimon	Fedorov	3/28/2005	12	B-	54.9	153
2954	female	Ella	Nicholls	9/8/2005	12	A+	57.9	154
2955	male	Michel	Lebrun	3/6/2009	8	A+	35.7	117
2956	male	Mason	Hanson	12/9/2002	15	O+	78.4	169
2957	female	Mary	Cody	5/18/2003	14	O+	42.1	171
2958	female	Germaine	Boisclair	10/17/2015	2	O+	11.2	85
2959	male	Somer	Laisné	10/24/2009	8	A+	20	122
